stdio    D         file_stdio.c:109  file_stdio_fopen                 [   0.00000] opening /etc/allegro5rc r
stdio    D         file_stdio.c:109  file_stdio_fopen                 [   0.00000] opening /home/marc/allegro5rc r
stdio    D         file_stdio.c:109  file_stdio_fopen                 [   0.00000] opening /home/marc/PROJECTS/Eagle/EagleGUI/cbbuild/bin/allegro5.cfg r
system   I            xsystem.c:212  xglx_initialize                  [   0.00000] XGLX driver connected to X11 (The X.Org Foundation 11901000).
system   I            xsystem.c:214  xglx_initialize                  [   0.00000] X11 protocol version 11.0.
system   I            xsystem.c:228  xglx_initialize                  [   0.00000] events thread spawned.
system   I             system.c:257  al_install_system                [   0.00000] Allegro version: 5.2.3 (GIT)
PulseAudio D         pulseaudio.c:123  pulseaudio_open                  [   0.00416] PA_CONTEXT_READY
opengl   D         extensions.c:302  load_extension                   [   0.32295] glProgramUniform1ivEXT successfully loaded (0x7f39a4f358a0)
opengl   D         extensions.c:302  load_extension                   [   0.32295] glProgramUniform2ivEXT successfully loaded (0x7f39a4f359a0)
opengl   D         extensions.c:302  load_extension                   [   0.32296] glProgramUniform3ivEXT successfully loaded (0x7f39a4f35aa0)
opengl   D         extensions.c:302  load_extension                   [   0.32296] glProgramUniform4ivEXT successfully loaded (0x7f39a4f35ba0)
opengl   D         extensions.c:302  load_extension                   [   0.32296] glProgramUniformMatrix2fvEXT successfully loaded (0x7f39a4f35c20)
opengl   D         extensions.c:302  load_extension                   [   0.32296] glProgramUniformMatrix3fvEXT successfully loaded (0x7f39a4f35ce0)
opengl   D         extensions.c:302  load_extension                   [   0.32297] glProgramUniformMatrix4fvEXT successfully loaded (0x7f39a4f35da0)
opengl   D         extensions.c:302  load_extension                   [   0.32297] glProgramUniformMatrix2x3fvEXT successfully loaded (0x7f39a4f35c60)
opengl   D         extensions.c:302  load_extension                   [   0.32297] glProgramUniformMatrix3x2fvEXT successfully loaded (0x7f39a4f35d20)
opengl   D         extensions.c:302  load_extension                   [   0.32297] glProgramUniformMatrix2x4fvEXT successfully loaded (0x7f39a4f35ca0)
opengl   D         extensions.c:302  load_extension                   [   0.32298] glProgramUniformMatrix4x2fvEXT successfully loaded (0x7f39a4f35de0)
opengl   D         extensions.c:302  load_extension                   [   0.32298] glProgramUniformMatrix3x4fvEXT successfully loaded (0x7f39a4f35d60)
opengl   D         extensions.c:302  load_extension                   [   0.32298] glProgramUniformMatrix4x3fvEXT successfully loaded (0x7f39a4f35e20)
opengl   D         extensions.c:302  load_extension                   [   0.32298] glProgramUniform1uiEXT successfully loaded (0x7f39a4f358c0)
opengl   D         extensions.c:302  load_extension                   [   0.32298] glProgramUniform2uiEXT successfully loaded (0x7f39a4f359c0)
opengl   D         extensions.c:302  load_extension                   [   0.32299] glProgramUniform3uiEXT successfully loaded (0x7f39a4f35ac0)
opengl   D         extensions.c:302  load_extension                   [   0.32299] glProgramUniform4uiEXT successfully loaded (0x7f39a4f35bc0)
opengl   D         extensions.c:302  load_extension                   [   0.32299] glProgramUniform1uivEXT successfully loaded (0x7f39a4f358e0)
opengl   D         extensions.c:302  load_extension                   [   0.32299] glProgramUniform2uivEXT successfully loaded (0x7f39a4f359e0)
opengl   D         extensions.c:302  load_extension                   [   0.32299] glProgramUniform3uivEXT successfully loaded (0x7f39a4f35ae0)
opengl   D         extensions.c:302  load_extension                   [   0.32300] glProgramUniform4uivEXT successfully loaded (0x7f39a4f35be0)
opengl   D         extensions.c:302  load_extension                   [   0.32305] glGetPerfMonitorGroupsAMD successfully loaded (0x7f39a4f370e0)
opengl   D         extensions.c:302  load_extension                   [   0.32305] glGetPerfMonitorCountersAMD successfully loaded (0x7f39a4f370a0)
opengl   D         extensions.c:302  load_extension                   [   0.32306] glGetPerfMonitorGroupStringAMD successfully loaded (0x7f39a4f370c0)
opengl   D         extensions.c:302  load_extension                   [   0.32306] glGetPerfMonitorCounterStringAMD successfully loaded (0x7f39a4f37080)
opengl   D         extensions.c:302  load_extension                   [   0.32306] glGetPerfMonitorCounterInfoAMD successfully loaded (0x7f39a4f37060)
opengl   D         extensions.c:302  load_extension                   [   0.32306] glGenPerfMonitorsAMD successfully loaded (0x7f39a4f37020)
opengl   D         extensions.c:302  load_extension                   [   0.32307] glDeletePerfMonitorsAMD successfully loaded (0x7f39a4f36fe0)
opengl   D         extensions.c:302  load_extension                   [   0.32307] glSelectPerfMonitorCountersAMD successfully loaded (0x7f39a4f37100)
opengl   D         extensions.c:302  load_extension                   [   0.32307] glBeginPerfMonitorAMD successfully loaded (0x7f39a4f36fc0)
opengl   D         extensions.c:302  load_extension                   [   0.32308] glEndPerfMonitorAMD successfully loaded (0x7f39a4f37000)
opengl   D         extensions.c:302  load_extension                   [   0.32308] glGetPerfMonitorCounterDataAMD successfully loaded (0x7f39a4f37040)
opengl   D         extensions.c:302  load_extension                   [   0.32308] glProvokingVertexEXT successfully loaded (0x7f39a4f32d00)
opengl   D         extensions.c:302  load_extension                   [   0.32309] glBlendFuncIndexedAMD successfully loaded (0x7f39a4f32e00)
opengl   D         extensions.c:302  load_extension                   [   0.32309] glBlendFuncSeparateIndexedAMD successfully loaded (0x7f39a4f32de0)
opengl   D         extensions.c:302  load_extension                   [   0.32309] glBlendEquationIndexedAMD successfully loaded (0x7f39a4f32dc0)
opengl   D         extensions.c:302  load_extension                   [   0.32309] glBlendEquationSeparateIndexedAMD successfully loaded (0x7f39a4f32da0)
opengl   D         extensions.c:302  load_extension                   [   0.32311] glObjectPurgeableAPPLE successfully loaded (0x7f39a4f37140)
opengl   D         extensions.c:302  load_extension                   [   0.32311] glObjectUnpurgeableAPPLE successfully loaded (0x7f39a4f37160)
opengl   D         extensions.c:302  load_extension                   [   0.32311] glGetObjectParameterivAPPLE successfully loaded (0x7f39a4f37120)
opengl   D         extensions.c:302  load_extension                   [   0.32313] glUseShaderProgramEXT successfully loaded (0x7f39a4f371c0)
opengl   D         extensions.c:302  load_extension                   [   0.32313] glActiveProgramEXT successfully loaded (0x7f39a4f37180)
opengl   D         extensions.c:302  load_extension                   [   0.32314] glCreateShaderProgramEXT successfully loaded (0x7f39a4f371a0)
opengl   D         extensions.c:302  load_extension                   [   0.32318] glTextureBarrierNV successfully loaded (0x7f39a4f371e0)
opengl   D         extensions.c:302  load_extension                   [   0.32318] glXCreateContextAttribsARB successfully loaded (0x7f39aaa47f60)
opengl   D         extensions.c:302  load_extension                   [   0.32318] glXSwapIntervalSGI successfully loaded (0x7f39aaa4abc0)
opengl   D         extensions.c:302  load_extension                   [   0.32319] glXGetVideoSyncSGI successfully loaded (0x7f39aaa4aac0)
opengl   D         extensions.c:302  load_extension                   [   0.32319] glXWaitVideoSyncSGI successfully loaded (0x7f39aaa4a980)
opengl   D         extensions.c:302  load_extension                   [   0.32319] glXMakeCurrentReadSGI successfully loaded (0x7f39aaa4bc30)
opengl   D         extensions.c:302  load_extension                   [   0.32319] glXGetCurrentReadDrawableSGI successfully loaded (0x7f39aaa486d0)
opengl   D         extensions.c:302  load_extension                   [   0.32320] glXGetCurrentDisplayEXT successfully loaded (0x7f39aaa48680)
opengl   D         extensions.c:302  load_extension                   [   0.32320] glXQueryContextInfoEXT successfully loaded (0x7f39aaa49380)
opengl   D         extensions.c:302  load_extension                   [   0.32320] glXGetContextIDEXT successfully loaded (0x7f39aaa486b0)
opengl   D         extensions.c:302  load_extension                   [   0.32320] glXImportContextEXT successfully loaded (0x7f39aaa49b70)
opengl   D         extensions.c:302  load_extension                   [   0.32320] glXFreeContextEXT successfully loaded (0x7f39aaa49a70)
opengl   D         extensions.c:302  load_extension                   [   0.32320] glXGetFBConfigAttribSGIX successfully loaded (0x7f39aaa48e90)
opengl   D         extensions.c:302  load_extension                   [   0.32321] glXChooseFBConfigSGIX successfully loaded (0x7f39aaa4a140)
opengl   D         extensions.c:302  load_extension                   [   0.32321] glXCreateGLXPixmapWithConfigSGIX successfully loaded (0x7f39aaa49f20)
opengl   D         extensions.c:302  load_extension                   [   0.32321] glXCreateContextWithConfigSGIX successfully loaded (0x7f39aaa4a020)
opengl   D         extensions.c:302  load_extension                   [   0.32321] glXGetVisualFromFBConfigSGIX successfully loaded (0x7f39aaa48f20)
opengl   D         extensions.c:302  load_extension                   [   0.32322] glXGetFBConfigFromVisualSGIX successfully loaded (0x7f39aaa49900)
opengl   D         extensions.c:302  load_extension                   [   0.32322] glXCreateGLXPbufferSGIX successfully loaded (0x7f39aaa4ef10)
opengl   D         extensions.c:302  load_extension                   [   0.32322] glXDestroyGLXPbufferSGIX successfully loaded (0x7f39aaa4efd0)
opengl   D         extensions.c:302  load_extension                   [   0.32322] glXQueryGLXPbufferSGIX successfully loaded (0x7f39aaa4f120)
opengl   D         extensions.c:302  load_extension                   [   0.32322] glXSelectEventSGIX successfully loaded (0x7f39aaa4f130)
opengl   D         extensions.c:302  load_extension                   [   0.32323] glXGetSelectedEventSGIX successfully loaded (0x7f39aaa4f290)
opengl   D         extensions.c:302  load_extension                   [   0.32323] glXJoinSwapGroupSGIX successfully loaded (0x7f39aaa486f0)
opengl   D         extensions.c:302  load_extension                   [   0.32323] glXBindSwapBarrierSGIX successfully loaded (0x7f39aaa48700)
opengl   D         extensions.c:302  load_extension                   [   0.32324] glXQueryMaxSwapBarriersSGIX successfully loaded (0x7f39aaa48710)
opengl   D         extensions.c:302  load_extension                   [   0.32324] glXCopySubBufferMESA successfully loaded (0x7f39aaa4a6e0)
opengl   D         extensions.c:302  load_extension                   [   0.32324] glXCreateGLXPixmapMESA successfully loaded (0x7f39aaa48730)
opengl   D         extensions.c:302  load_extension                   [   0.32324] glXReleaseBuffersMESA successfully loaded (0x7f39aaa48720)
opengl   D         extensions.c:302  load_extension                   [   0.32325] glXGetSyncValuesOML successfully loaded (0x7f39aaa4a460)
opengl   D         extensions.c:302  load_extension                   [   0.32325] glXGetMscRateOML successfully loaded (0x7f39aaa4b310)
opengl   D         extensions.c:302  load_extension                   [   0.32325] glXSwapBuffersMscOML successfully loaded (0x7f39aaa4a4d0)
opengl   D         extensions.c:302  load_extension                   [   0.32325] glXWaitForMscOML successfully loaded (0x7f39aaa4a5a0)
opengl   D         extensions.c:302  load_extension                   [   0.32325] glXWaitForSbcOML successfully loaded (0x7f39aaa4a670)
opengl   D         extensions.c:302  load_extension                   [   0.32326] glXBindTexImageEXT successfully loaded (0x7f39aaa48740)
opengl   I         extensions.c:850  _al_ogl_manage_extensions        [   0.32367] Packed Pixels formats available
opengl   I         extensions.c:897  _al_ogl_manage_extensions        [   0.32368] Use of non-power-of-two textures enabled.
opengl   I         extensions.c:913  _al_ogl_manage_extensions        [   0.32368] Use of FBO to draw to textures enabled.
display  I           xdisplay.c:461  xdpy_create_display_locked       [   0.32370] OpenGL Version: 3.0 Mesa 13.0.3
display  I           xdisplay.c:462  xdpy_create_display_locked       [   0.32371] Vendor: VMware, Inc.
display  I           xdisplay.c:463  xdpy_create_display_locked       [   0.32371] Renderer: Gallium 0.4 on llvmpipe (LLVM 3.9, 256 bits)
opengl   D        ogl_display.c:200  _al_ogl_create_backbuffer        [   0.32372] Creating backbuffer
display  I        ogl_display.c:222  _al_ogl_create_backbuffer        [   0.32372] Deduced format ARGB_8888 for backbuffer.
opengl   D        ogl_display.c:231  _al_ogl_create_backbuffer        [   0.32373] Creating backbuffer bitmap
display  I        ogl_display.c:250  _al_ogl_create_backbuffer        [   0.32374] Created backbuffer bitmap (actual format: ARGB_8888)
